Exercice_number,Category_number,Used_pattern
532,0,"[2, 4, 5, 6, 7, 9, 11]"
532,1,"[4, 3, 1]"
532,2,"[6, 8, 3, 12]"
532,3,[3]
532,4,[3]
532,5,"[5, 4]"
532,6,"[15, 9]"
533,0,"[3, 2, 5, 6, 8, 10, 12]"
533,1,"[4, 3, 6]"
533,2,"[4, 2, 7, 10]"
533,3,[2]
533,4,[6]
533,5,"[4, 2]"
533,6,"[16, 21]"
534,0,"[2, 1, 5, 6, 8, 10, 11]"
534,1,"[2, 1, 3]"
534,2,"[7, 2, 5, 10]"
534,3,[2]
534,4,[5]
534,5,"[5, 2]"
534,6,"[8, 7]"
535,0,"[3, 2, 5, 6, 7, 9, 12]"
535,1,"[4, 3, 6]"
535,2,"[8, 7, 1, 11]"
535,3,[4]
535,4,[3]
535,5,"[2, 5]"
535,6,"[8, 7]"
536,0,"[1, 4, 6, 5, 8, 9, 11]"
536,1,"[4, 5, 3]"
536,2,"[5, 3, 8, 11]"
536,3,[4]
536,4,[1]
536,5,"[1, 5]"
536,6,"[11, 16]"
537,0,"[1, 3, 6, 5, 7, 10, 11]"
537,1,"[6, 4, 3]"
537,2,"[2, 3, 8, 12]"
537,3,[2]
537,4,[7]
537,5,"[5, 4]"
537,6,"[9, 2]"
538,0,"[3, 2, 6, 5, 8, 10, 12]"
538,1,"[6, 4, 1]"
538,2,"[2, 6, 4, 11]"
538,3,[4]
538,4,[2]
538,5,"[5, 4]"
538,6,"[15, 20]"
539,0,"[4, 2, 5, 6, 7, 9, 11]"
539,1,"[1, 2, 4]"
539,2,"[1, 6, 8, 11]"
539,3,[3]
539,4,[4]
539,5,"[2, 1]"
539,6,"[20, 9]"
540,0,"[1, 3, 5, 6, 8, 10, 12]"
540,1,"[5, 2, 1]"
540,2,"[5, 8, 3, 11]"
540,3,[4]
540,4,[4]
540,5,"[5, 1]"
540,6,"[15, 9]"
541,0,"[1, 2, 6, 5, 7, 10, 12]"
541,1,"[3, 4, 6]"
541,2,"[2, 6, 7, 9]"
541,3,[3]
541,4,[6]
541,5,"[1, 4]"
541,6,"[8, 9]"
542,0,"[1, 2, 5, 6, 7, 9, 12]"
542,1,"[4, 3, 6]"
542,2,"[1, 4, 5, 9]"
542,3,[3]
542,4,[1]
542,5,"[2, 3]"
542,6,"[8, 9]"
543,0,"[1, 2, 6, 5, 7, 9, 11]"
543,1,"[2, 1, 3]"
543,2,"[5, 8, 4, 10]"
543,3,[1]
543,4,[6]
543,5,"[4, 1]"
543,6,"[1, 20]"
544,0,"[1, 2, 6, 5, 8, 9, 12]"
544,1,"[4, 5, 6]"
544,2,"[6, 2, 4, 9]"
544,3,[2]
544,4,[5]
544,5,"[3, 4]"
544,6,"[21, 15]"
545,0,"[1, 3, 6, 5, 8, 9, 11]"
545,1,"[3, 6, 5]"
545,2,"[4, 2, 1, 10]"
545,3,[2]
545,4,[1]
545,5,"[2, 1]"
545,6,"[5, 15]"
546,0,"[3, 2, 5, 6, 7, 9, 12]"
546,1,"[1, 5, 4]"
546,2,"[8, 4, 2, 13]"
546,3,[4]
546,4,[6]
546,5,"[3, 1]"
546,6,"[21, 2]"
547,0,"[4, 3, 5, 6, 7, 9, 12]"
547,1,"[2, 3, 1]"
547,2,"[5, 1, 6, 10]"
547,3,[1]
547,4,[5]
547,5,"[3, 1]"
547,6,"[20, 8]"
548,0,"[4, 1, 5, 6, 8, 10, 12]"
548,1,"[5, 2, 6]"
548,2,"[8, 5, 4, 10]"
548,3,[4]
548,4,[1]
548,5,"[4, 5]"
548,6,"[2, 21]"
549,0,"[1, 4, 6, 5, 8, 10, 12]"
549,1,"[3, 6, 2]"
549,2,"[7, 1, 4, 10]"
549,3,[1]
549,4,[1]
549,5,"[1, 5]"
549,6,"[9, 10]"
550,0,"[2, 1, 6, 5, 8, 9, 12]"
550,1,"[3, 1, 2]"
550,2,"[5, 1, 8, 10]"
550,3,[1]
550,4,[1]
550,5,"[5, 1]"
550,6,"[11, 16]"
551,0,"[4, 3, 6, 5, 7, 10, 11]"
551,1,"[6, 1, 5]"
551,2,"[7, 3, 5, 10]"
551,3,[2]
551,4,[1]
551,5,"[1, 5]"
551,6,"[16, 10]"
552,0,"[3, 1, 6, 5, 7, 10, 12]"
552,1,"[1, 5, 3]"
552,2,"[4, 8, 3, 10]"
552,3,[4]
552,4,[1]
552,5,"[3, 4]"
552,6,"[10, 6]"
553,0,"[1, 2, 6, 5, 8, 10, 11]"
553,1,"[5, 3, 2]"
553,2,"[2, 4, 1, 13]"
553,3,[3]
553,4,[3]
553,5,"[1, 4]"
553,6,"[16, 8]"
554,0,"[2, 3, 5, 6, 7, 9, 12]"
554,1,"[6, 3, 2]"
554,2,"[3, 7, 2, 13]"
554,3,[1]
554,4,[6]
554,5,"[5, 1]"
554,6,"[16, 9]"
555,0,"[4, 3, 6, 5, 7, 10, 12]"
555,1,"[3, 5, 1]"
555,2,"[3, 4, 1, 9]"
555,3,[1]
555,4,[7]
555,5,"[3, 4]"
555,6,"[21, 11]"
556,0,"[4, 2, 6, 5, 7, 9, 12]"
556,1,"[2, 6, 3]"
556,2,"[3, 5, 2, 12]"
556,3,[2]
556,4,[1]
556,5,"[4, 3]"
556,6,"[1, 20]"
557,0,"[3, 2, 6, 5, 8, 9, 11]"
557,1,"[4, 1, 5]"
557,2,"[3, 6, 2, 12]"
557,3,[1]
557,4,[4]
557,5,"[3, 5]"
557,6,"[8, 4]"
558,0,"[4, 3, 5, 6, 8, 10, 11]"
558,1,"[5, 4, 1]"
558,2,"[2, 7, 3, 12]"
558,3,[1]
558,4,[5]
558,5,"[4, 2]"
558,6,"[15, 9]"
559,0,"[3, 2, 5, 6, 7, 9, 12]"
559,1,"[2, 6, 1]"
559,2,"[6, 8, 4, 12]"
559,3,[4]
559,4,[1]
559,5,"[1, 3]"
559,6,"[21, 16]"
560,0,"[2, 4, 6, 5, 8, 10, 11]"
560,1,"[2, 6, 1]"
560,2,"[8, 4, 1, 13]"
560,3,[2]
560,4,[6]
560,5,"[1, 3]"
560,6,"[7, 10]"
561,0,"[3, 1, 6, 5, 8, 10, 11]"
561,1,"[6, 5, 4]"
561,2,"[8, 2, 4, 10]"
561,3,[1]
561,4,[1]
561,5,"[5, 4]"
561,6,"[11, 20]"
562,0,"[3, 1, 6, 5, 7, 10, 11]"
562,1,"[4, 3, 5]"
562,2,"[5, 3, 2, 10]"
562,3,[4]
562,4,[7]
562,5,"[1, 3]"
562,6,"[11, 10]"
563,0,"[4, 1, 5, 6, 8, 10, 12]"
563,1,"[3, 5, 2]"
563,2,"[4, 1, 7, 11]"
563,3,[4]
563,4,[3]
563,5,"[3, 5]"
563,6,"[20, 2]"
564,0,"[4, 3, 6, 5, 8, 9, 11]"
564,1,"[4, 1, 2]"
564,2,"[2, 5, 4, 13]"
564,3,[3]
564,4,[7]
564,5,"[3, 1]"
564,6,"[10, 4]"
565,0,"[4, 2, 5, 6, 7, 9, 12]"
565,1,"[5, 6, 3]"
565,2,"[3, 6, 1, 12]"
565,3,[2]
565,4,[2]
565,5,"[4, 2]"
565,6,"[1, 5]"
566,0,"[3, 4, 6, 5, 7, 10, 12]"
566,1,"[4, 3, 6]"
566,2,"[2, 1, 7, 13]"
566,3,[1]
566,4,[4]
566,5,"[3, 2]"
566,6,"[2, 1]"
567,0,"[1, 4, 5, 6, 7, 9, 12]"
567,1,"[4, 3, 1]"
567,2,"[6, 7, 4, 12]"
567,3,[4]
567,4,[7]
567,5,"[1, 4]"
567,6,"[21, 20]"
568,0,"[2, 4, 5, 6, 8, 9, 11]"
568,1,"[4, 1, 2]"
568,2,"[7, 6, 3, 11]"
568,3,[2]
568,4,[1]
568,5,"[2, 3]"
568,6,"[20, 7]"
569,0,"[4, 2, 5, 6, 8, 10, 12]"
569,1,"[1, 3, 2]"
569,2,"[6, 8, 1, 13]"
569,3,[3]
569,4,[4]
569,5,"[2, 3]"
569,6,"[20, 8]"
570,0,"[3, 2, 5, 6, 8, 9, 12]"
570,1,"[1, 4, 3]"
570,2,"[8, 7, 6, 13]"
570,3,[4]
570,4,[3]
570,5,"[2, 3]"
570,6,"[5, 11]"
571,0,"[1, 4, 6, 5, 8, 10, 11]"
571,1,"[3, 2, 4]"
571,2,"[1, 4, 5, 10]"
571,3,[1]
571,4,[6]
571,5,"[4, 5]"
571,6,"[8, 15]"
572,0,"[3, 1, 6, 5, 7, 9, 11]"
572,1,"[6, 4, 2]"
572,2,"[2, 7, 4, 10]"
572,3,[2]
572,4,[3]
572,5,"[5, 2]"
572,6,"[15, 9]"
573,0,"[2, 3, 5, 6, 7, 9, 11]"
573,1,"[1, 5, 3]"
573,2,"[8, 4, 7, 9]"
573,3,[4]
573,4,[7]
573,5,"[2, 1]"
573,6,"[8, 1]"
574,0,"[3, 2, 5, 6, 7, 10, 11]"
574,1,"[2, 4, 1]"
574,2,"[8, 1, 3, 10]"
574,3,[4]
574,4,[4]
574,5,"[1, 2]"
574,6,"[16, 6]"
575,0,"[1, 4, 6, 5, 8, 9, 11]"
575,1,"[2, 5, 6]"
575,2,"[3, 6, 4, 12]"
575,3,[1]
575,4,[6]
575,5,"[1, 2]"
575,6,"[20, 7]"
576,0,"[3, 4, 6, 5, 8, 10, 12]"
576,1,"[5, 6, 1]"
576,2,"[1, 6, 7, 13]"
576,3,[2]
576,4,[4]
576,5,"[1, 4]"
576,6,"[7, 16]"
577,0,"[3, 4, 5, 6, 8, 9, 12]"
577,1,"[4, 3, 1]"
577,2,"[2, 7, 4, 12]"
577,3,[1]
577,4,[5]
577,5,"[4, 3]"
577,6,"[9, 11]"
578,0,"[2, 3, 6, 5, 7, 10, 11]"
578,1,"[2, 5, 4]"
578,2,"[4, 8, 3, 13]"
578,3,[1]
578,4,[2]
578,5,"[4, 2]"
578,6,"[16, 20]"
579,0,"[1, 4, 5, 6, 7, 10, 11]"
579,1,"[2, 3, 1]"
579,2,"[4, 2, 6, 10]"
579,3,[3]
579,4,[7]
579,5,"[4, 3]"
579,6,"[8, 11]"
580,0,"[4, 2, 5, 6, 7, 9, 12]"
580,1,"[2, 3, 1]"
580,2,"[5, 8, 7, 11]"
580,3,[2]
580,4,[4]
580,5,"[1, 3]"
580,6,"[1, 16]"
581,0,"[2, 3, 6, 5, 7, 9, 12]"
581,1,"[3, 1, 5]"
581,2,"[5, 7, 4, 13]"
581,3,[3]
581,4,[6]
581,5,"[3, 5]"
581,6,"[2, 9]"
582,0,"[1, 2, 6, 5, 7, 9, 11]"
582,1,"[1, 6, 3]"
582,2,"[4, 6, 3, 9]"
582,3,[1]
582,4,[6]
582,5,"[2, 4]"
582,6,"[15, 11]"
583,0,"[3, 4, 5, 6, 7, 10, 11]"
583,1,"[2, 3, 5]"
583,2,"[3, 6, 5, 11]"
583,3,[3]
583,4,[3]
583,5,"[4, 1]"
583,6,"[16, 15]"
584,0,"[1, 2, 6, 5, 8, 10, 12]"
584,1,"[6, 2, 3]"
584,2,"[7, 8, 3, 13]"
584,3,[2]
584,4,[4]
584,5,"[5, 2]"
584,6,"[5, 10]"
585,0,"[3, 1, 5, 6, 8, 9, 11]"
585,1,"[2, 4, 6]"
585,2,"[1, 4, 3, 11]"
585,3,[3]
585,4,[7]
585,5,"[5, 4]"
585,6,"[10, 3]"
586,0,"[2, 1, 5, 6, 7, 10, 12]"
586,1,"[3, 5, 6]"
586,2,"[6, 3, 5, 13]"
586,3,[1]
586,4,[7]
586,5,"[3, 2]"
586,6,"[16, 5]"
587,0,"[4, 2, 6, 5, 7, 10, 12]"
587,1,"[5, 6, 2]"
587,2,"[1, 6, 4, 12]"
587,3,[3]
587,4,[2]
587,5,"[4, 3]"
587,6,"[16, 7]"
588,0,"[3, 2, 6, 5, 7, 9, 11]"
588,1,"[4, 6, 2]"
588,2,"[6, 7, 2, 13]"
588,3,[3]
588,4,[3]
588,5,"[4, 5]"
588,6,"[9, 10]"
589,0,"[4, 1, 6, 5, 7, 9, 12]"
589,1,"[6, 3, 5]"
589,2,"[8, 2, 1, 12]"
589,3,[3]
589,4,[7]
589,5,"[4, 2]"
589,6,"[2, 7]"
590,0,"[2, 1, 5, 6, 7, 9, 12]"
590,1,"[1, 2, 4]"
590,2,"[7, 5, 3, 9]"
590,3,[4]
590,4,[3]
590,5,"[2, 1]"
590,6,"[6, 15]"
591,0,"[1, 4, 5, 6, 8, 10, 11]"
591,1,"[3, 6, 2]"
591,2,"[7, 2, 1, 12]"
591,3,[2]
591,4,[5]
591,5,"[1, 2]"
591,6,"[1, 11]"
592,0,"[3, 1, 6, 5, 8, 10, 11]"
592,1,"[4, 6, 3]"
592,2,"[3, 7, 5, 12]"
592,3,[2]
592,4,[6]
592,5,"[4, 3]"
592,6,"[6, 5]"
593,0,"[4, 1, 6, 5, 7, 10, 11]"
593,1,"[1, 6, 5]"
593,2,"[7, 8, 5, 12]"
593,3,[2]
593,4,[7]
593,5,"[5, 2]"
593,6,"[11, 10]"
594,0,"[4, 1, 6, 5, 7, 10, 12]"
594,1,"[2, 1, 5]"
594,2,"[7, 8, 1, 10]"
594,3,[4]
594,4,[4]
594,5,"[1, 5]"
594,6,"[15, 16]"
595,0,"[4, 2, 5, 6, 8, 9, 12]"
595,1,"[5, 3, 4]"
595,2,"[5, 3, 1, 12]"
595,3,[4]
595,4,[5]
595,5,"[1, 4]"
595,6,"[10, 15]"
596,0,"[2, 1, 5, 6, 7, 9, 11]"
596,1,"[5, 2, 6]"
596,2,"[3, 6, 7, 9]"
596,3,[2]
596,4,[1]
596,5,"[5, 4]"
596,6,"[15, 10]"
597,0,"[3, 2, 6, 5, 8, 10, 11]"
597,1,"[6, 1, 5]"
597,2,"[8, 2, 1, 10]"
597,3,[4]
597,4,[4]
597,5,"[1, 4]"
597,6,"[21, 9]"
598,0,"[1, 4, 5, 6, 8, 10, 11]"
598,1,"[1, 2, 4]"
598,2,"[3, 1, 5, 11]"
598,3,[2]
598,4,[4]
598,5,"[2, 5]"
598,6,"[20, 16]"
599,0,"[4, 1, 6, 5, 7, 10, 12]"
599,1,"[2, 3, 5]"
599,2,"[3, 4, 7, 10]"
599,3,[4]
599,4,[3]
599,5,"[5, 3]"
599,6,"[16, 8]"
600,0,"[4, 2, 6, 5, 8, 10, 12]"
600,1,"[1, 6, 5]"
600,2,"[2, 5, 4, 10]"
600,3,[1]
600,4,[7]
600,5,"[4, 3]"
600,6,"[16, 1]"
601,0,"[3, 1, 6, 5, 8, 9, 12]"
601,1,"[2, 1, 3]"
601,2,"[5, 2, 8, 9]"
601,3,[1]
601,4,[3]
601,5,"[4, 2]"
601,6,"[5, 7]"
602,0,"[2, 1, 5, 6, 8, 10, 12]"
602,1,"[6, 5, 2]"
602,2,"[2, 5, 3, 10]"
602,3,[4]
602,4,[4]
602,5,"[2, 3]"
602,6,"[8, 5]"
603,0,"[2, 3, 5, 6, 7, 10, 12]"
603,1,"[3, 4, 6]"
603,2,"[7, 4, 6, 13]"
603,3,[1]
603,4,[3]
603,5,"[5, 2]"
603,6,"[4, 5]"
604,0,"[2, 4, 5, 6, 8, 10, 11]"
604,1,"[6, 2, 1]"
604,2,"[1, 2, 8, 11]"
604,3,[1]
604,4,[6]
604,5,"[3, 2]"
604,6,"[7, 15]"
605,0,"[4, 1, 5, 6, 7, 10, 12]"
605,1,"[5, 6, 3]"
605,2,"[6, 3, 7, 10]"
605,3,[2]
605,4,[3]
605,5,"[2, 4]"
605,6,"[8, 11]"
606,0,"[1, 2, 6, 5, 8, 10, 12]"
606,1,"[5, 3, 1]"
606,2,"[6, 3, 5, 11]"
606,3,[1]
606,4,[7]
606,5,"[3, 2]"
606,6,"[6, 7]"
607,0,"[4, 1, 6, 5, 8, 10, 12]"
607,1,"[6, 2, 5]"
607,2,"[5, 1, 4, 12]"
607,3,[2]
607,4,[4]
607,5,"[4, 3]"
607,6,"[9, 8]"
608,0,"[3, 4, 6, 5, 7, 10, 11]"
608,1,"[6, 3, 4]"
608,2,"[4, 3, 2, 11]"
608,3,[4]
608,4,[3]
608,5,"[2, 3]"
608,6,"[20, 10]"
609,0,"[3, 4, 5, 6, 8, 9, 11]"
609,1,"[2, 6, 3]"
609,2,"[5, 4, 3, 12]"
609,3,[4]
609,4,[3]
609,5,"[5, 1]"
609,6,"[8, 5]"
610,0,"[2, 4, 6, 5, 8, 9, 11]"
610,1,"[4, 6, 1]"
610,2,"[8, 1, 5, 13]"
610,3,[3]
610,4,[7]
610,5,"[3, 2]"
610,6,"[20, 10]"
611,0,"[1, 2, 5, 6, 7, 9, 12]"
611,1,"[2, 1, 6]"
611,2,"[4, 7, 8, 9]"
611,3,[3]
611,4,[3]
611,5,"[4, 2]"
611,6,"[11, 8]"
612,0,"[2, 3, 5, 6, 7, 10, 11]"
612,1,"[4, 1, 6]"
612,2,"[1, 2, 6, 10]"
612,3,[3]
612,4,[7]
612,5,"[1, 2]"
612,6,"[10, 2]"
613,0,"[1, 3, 6, 5, 8, 10, 12]"
613,1,"[2, 4, 6]"
613,2,"[6, 2, 1, 13]"
613,3,[4]
613,4,[7]
613,5,"[1, 2]"
613,6,"[10, 7]"
614,0,"[4, 1, 5, 6, 7, 9, 12]"
614,1,"[4, 6, 1]"
614,2,"[8, 1, 4, 13]"
614,3,[1]
614,4,[7]
614,5,"[1, 5]"
614,6,"[2, 15]"
615,0,"[3, 1, 6, 5, 8, 9, 11]"
615,1,"[4, 3, 5]"
615,2,"[1, 4, 6, 9]"
615,3,[1]
615,4,[1]
615,5,"[2, 4]"
615,6,"[21, 10]"
616,0,"[1, 2, 5, 6, 8, 10, 12]"
616,1,"[2, 3, 4]"
616,2,"[5, 6, 1, 10]"
616,3,[4]
616,4,[7]
616,5,"[3, 4]"
616,6,"[5, 1]"
617,0,"[4, 1, 6, 5, 8, 9, 11]"
617,1,"[3, 4, 2]"
617,2,"[5, 2, 3, 10]"
617,3,[1]
617,4,[7]
617,5,"[4, 1]"
617,6,"[4, 6]"
618,0,"[4, 1, 5, 6, 7, 9, 12]"
618,1,"[2, 5, 3]"
618,2,"[5, 1, 3, 10]"
618,3,[4]
618,4,[6]
618,5,"[2, 3]"
618,6,"[8, 16]"
619,0,"[3, 1, 6, 5, 7, 9, 12]"
619,1,"[1, 2, 4]"
619,2,"[5, 4, 3, 10]"
619,3,[1]
619,4,[1]
619,5,"[4, 2]"
619,6,"[15, 10]"
620,0,"[4, 2, 5, 6, 8, 10, 11]"
620,1,"[4, 1, 6]"
620,2,"[1, 3, 7, 10]"
620,3,[4]
620,4,[1]
620,5,"[5, 2]"
620,6,"[7, 10]"
621,0,"[4, 1, 6, 5, 8, 9, 11]"
621,1,"[2, 3, 5]"
621,2,"[7, 6, 8, 10]"
621,3,[3]
621,4,[6]
621,5,"[1, 5]"
621,6,"[21, 4]"
622,0,"[4, 3, 5, 6, 7, 10, 12]"
622,1,"[3, 6, 2]"
622,2,"[4, 5, 2, 13]"
622,3,[1]
622,4,[6]
622,5,"[1, 2]"
622,6,"[6, 21]"
623,0,"[3, 2, 6, 5, 8, 9, 11]"
623,1,"[3, 1, 6]"
623,2,"[5, 8, 1, 9]"
623,3,[2]
623,4,[7]
623,5,"[3, 2]"
623,6,"[11, 15]"
624,0,"[2, 4, 6, 5, 7, 9, 12]"
624,1,"[6, 5, 2]"
624,2,"[4, 5, 1, 9]"
624,3,[3]
624,4,[3]
624,5,"[4, 2]"
624,6,"[1, 9]"
625,0,"[2, 4, 5, 6, 8, 9, 11]"
625,1,"[3, 4, 2]"
625,2,"[4, 7, 1, 12]"
625,3,[2]
625,4,[7]
625,5,"[3, 2]"
625,6,"[1, 15]"
626,0,"[4, 2, 6, 5, 8, 9, 11]"
626,1,"[2, 3, 5]"
626,2,"[4, 3, 2, 9]"
626,3,[2]
626,4,[4]
626,5,"[1, 2]"
626,6,"[7, 15]"
627,0,"[1, 4, 5, 6, 7, 9, 11]"
627,1,"[2, 3, 1]"
627,2,"[3, 2, 4, 9]"
627,3,[2]
627,4,[2]
627,5,"[5, 1]"
627,6,"[16, 9]"
628,0,"[2, 1, 6, 5, 8, 10, 12]"
628,1,"[4, 3, 6]"
628,2,"[4, 5, 7, 11]"
628,3,[2]
628,4,[6]
628,5,"[2, 1]"
628,6,"[15, 10]"
629,0,"[1, 4, 6, 5, 8, 10, 11]"
629,1,"[2, 3, 5]"
629,2,"[6, 8, 7, 11]"
629,3,[3]
629,4,[7]
629,5,"[3, 5]"
629,6,"[5, 8]"
630,0,"[4, 3, 6, 5, 7, 10, 12]"
630,1,"[5, 2, 1]"
630,2,"[1, 3, 7, 12]"
630,3,[4]
630,4,[3]
630,5,"[3, 1]"
630,6,"[8, 9]"
631,0,"[2, 1, 6, 5, 8, 10, 11]"
631,1,"[2, 4, 3]"
631,2,"[7, 1, 5, 10]"
631,3,[4]
631,4,[3]
631,5,"[1, 3]"
631,6,"[11, 1]"
632,0,"[4, 1, 5, 6, 7, 10, 12]"
632,1,"[3, 4, 2]"
632,2,"[3, 8, 6, 11]"
632,3,[2]
632,4,[4]
632,5,"[5, 4]"
632,6,"[7, 5]"
633,0,"[3, 2, 6, 5, 8, 10, 11]"
633,1,"[2, 1, 6]"
633,2,"[3, 4, 6, 13]"
633,3,[1]
633,4,[6]
633,5,"[4, 2]"
633,6,"[20, 16]"
634,0,"[3, 1, 5, 6, 7, 10, 11]"
634,1,"[5, 6, 4]"
634,2,"[8, 5, 7, 9]"
634,3,[2]
634,4,[5]
634,5,"[3, 4]"
634,6,"[5, 1]"
635,0,"[1, 3, 6, 5, 7, 10, 11]"
635,1,"[4, 3, 1]"
635,2,"[3, 1, 6, 9]"
635,3,[2]
635,4,[2]
635,5,"[2, 1]"
635,6,"[10, 11]"
636,0,"[4, 2, 5, 6, 8, 9, 12]"
636,1,"[5, 2, 1]"
636,2,"[7, 3, 2, 13]"
636,3,[1]
636,4,[4]
636,5,"[2, 1]"
636,6,"[8, 16]"
637,0,"[2, 3, 5, 6, 8, 9, 11]"
637,1,"[5, 1, 6]"
637,2,"[4, 7, 2, 13]"
637,3,[3]
637,4,[1]
637,5,"[3, 5]"
637,6,"[2, 20]"
638,0,"[3, 4, 6, 5, 7, 10, 11]"
638,1,"[4, 3, 1]"
638,2,"[8, 3, 6, 13]"
638,3,[1]
638,4,[3]
638,5,"[1, 4]"
638,6,"[5, 8]"
639,0,"[1, 3, 5, 6, 7, 10, 11]"
639,1,"[4, 1, 3]"
639,2,"[7, 1, 2, 10]"
639,3,[4]
639,4,[4]
639,5,"[1, 3]"
639,6,"[9, 16]"
640,0,"[2, 4, 5, 6, 8, 10, 11]"
640,1,"[4, 3, 1]"
640,2,"[5, 8, 3, 11]"
640,3,[1]
640,4,[1]
640,5,"[2, 4]"
640,6,"[10, 7]"
641,0,"[2, 3, 5, 6, 8, 9, 12]"
641,1,"[5, 6, 1]"
641,2,"[8, 1, 3, 10]"
641,3,[2]
641,4,[1]
641,5,"[1, 3]"
641,6,"[11, 9]"
642,0,"[2, 3, 6, 5, 7, 10, 12]"
642,1,"[2, 1, 4]"
642,2,"[7, 4, 6, 9]"
642,3,[4]
642,4,[6]
642,5,"[2, 4]"
642,6,"[11, 10]"
643,0,"[3, 2, 6, 5, 8, 10, 12]"
643,1,"[5, 6, 1]"
643,2,"[7, 2, 6, 11]"
643,3,[4]
643,4,[6]
643,5,"[1, 3]"
643,6,"[16, 10]"
644,0,"[2, 4, 6, 5, 7, 9, 12]"
644,1,"[2, 5, 6]"
644,2,"[2, 4, 1, 13]"
644,3,[4]
644,4,[7]
644,5,"[2, 4]"
644,6,"[16, 10]"
645,0,"[2, 4, 6, 5, 7, 9, 11]"
645,1,"[2, 4, 3]"
645,2,"[5, 2, 7, 11]"
645,3,[4]
645,4,[1]
645,5,"[1, 2]"
645,6,"[8, 5]"
646,0,"[2, 3, 6, 5, 7, 9, 12]"
646,1,"[2, 3, 6]"
646,2,"[4, 3, 8, 11]"
646,3,[4]
646,4,[3]
646,5,"[1, 3]"
646,6,"[5, 10]"
647,0,"[1, 4, 6, 5, 7, 9, 11]"
647,1,"[3, 1, 5]"
647,2,"[1, 2, 3, 11]"
647,3,[3]
647,4,[7]
647,5,"[3, 2]"
647,6,"[10, 5]"
648,0,"[3, 2, 6, 5, 8, 10, 12]"
648,1,"[1, 3, 2]"
648,2,"[1, 4, 7, 10]"
648,3,[2]
648,4,[1]
648,5,"[2, 5]"
648,6,"[7, 2]"
649,0,"[3, 2, 6, 5, 8, 10, 12]"
649,1,"[4, 1, 3]"
649,2,"[7, 6, 5, 10]"
649,3,[1]
649,4,[7]
649,5,"[1, 4]"
649,6,"[1, 16]"
650,0,"[4, 2, 5, 6, 7, 9, 12]"
650,1,"[4, 5, 3]"
650,2,"[8, 1, 6, 9]"
650,3,[4]
650,4,[6]
650,5,"[3, 1]"
650,6,"[2, 11]"
651,0,"[2, 4, 5, 6, 7, 10, 12]"
651,1,"[6, 2, 5]"
651,2,"[4, 7, 3, 11]"
651,3,[2]
651,4,[1]
651,5,"[2, 1]"
651,6,"[8, 11]"
652,0,"[1, 2, 5, 6, 8, 10, 12]"
652,1,"[1, 6, 5]"
652,2,"[8, 7, 5, 11]"
652,3,[4]
652,4,[6]
652,5,"[2, 1]"
652,6,"[7, 8]"
653,0,"[4, 1, 6, 5, 8, 10, 12]"
653,1,"[4, 5, 1]"
653,2,"[7, 3, 1, 12]"
653,3,[3]
653,4,[6]
653,5,"[3, 5]"
653,6,"[11, 5]"
654,0,"[4, 3, 5, 6, 7, 9, 11]"
654,1,"[2, 6, 3]"
654,2,"[1, 8, 5, 11]"
654,3,[2]
654,4,[5]
654,5,"[1, 5]"
654,6,"[2, 1]"
655,0,"[4, 3, 6, 5, 7, 10, 11]"
655,1,"[3, 4, 5]"
655,2,"[5, 7, 6, 10]"
655,3,[1]
655,4,[6]
655,5,"[4, 2]"
655,6,"[9, 8]"
656,0,"[3, 1, 6, 5, 7, 9, 11]"
656,1,"[1, 3, 4]"
656,2,"[5, 1, 8, 11]"
656,3,[3]
656,4,[2]
656,5,"[1, 4]"
656,6,"[11, 1]"
657,0,"[1, 2, 5, 6, 7, 9, 11]"
657,1,"[3, 6, 5]"
657,2,"[1, 7, 6, 11]"
657,3,[3]
657,4,[7]
657,5,"[4, 3]"
657,6,"[5, 9]"
658,0,"[2, 1, 5, 6, 8, 10, 12]"
658,1,"[1, 4, 6]"
658,2,"[4, 1, 8, 9]"
658,3,[1]
658,4,[6]
658,5,"[5, 3]"
658,6,"[8, 4]"
659,0,"[4, 3, 5, 6, 8, 10, 12]"
659,1,"[1, 2, 6]"
659,2,"[1, 3, 4, 13]"
659,3,[4]
659,4,[3]
659,5,"[5, 3]"
659,6,"[11, 8]"
660,0,"[1, 2, 6, 5, 7, 9, 11]"
660,1,"[5, 3, 4]"
660,2,"[1, 5, 4, 11]"
660,3,[1]
660,4,[6]
660,5,"[5, 1]"
660,6,"[15, 9]"
661,0,"[4, 2, 6, 5, 7, 9, 11]"
661,1,"[1, 6, 3]"
661,2,"[1, 2, 5, 9]"
661,3,[1]
661,4,[7]
661,5,"[3, 5]"
661,6,"[20, 8]"
662,0,"[1, 2, 5, 6, 7, 9, 11]"
662,1,"[1, 3, 4]"
662,2,"[8, 2, 1, 10]"
662,3,[3]
662,4,[2]
662,5,"[3, 2]"
662,6,"[4, 8]"
663,0,"[1, 2, 6, 5, 7, 9, 12]"
663,1,"[4, 1, 5]"
663,2,"[1, 3, 6, 11]"
663,3,[1]
663,4,[6]
663,5,"[3, 2]"
663,6,"[16, 20]"
664,0,"[1, 4, 5, 6, 7, 10, 12]"
664,1,"[4, 1, 3]"
664,2,"[3, 2, 8, 13]"
664,3,[3]
664,4,[4]
664,5,"[2, 5]"
664,6,"[9, 4]"
